x,y
56661.99397590361, -2.250453720508162
56662.02710843374, -1.8148820326678745
56661.99698795181, 1.088929219600729
56662.0391566265, 0.9437386569872999
56662.05722891566, -3.557168784029038
56662.069277108436, -6.315789473684205
56662.0843373494, -4.42831215970962
56662.1265060241, -6.606170598911071
56662.1234939759, -5.009074410163336
56662.159638554214, -5.735027223230489
56662.156626506025, -7.477313974591652
56662.18975903615, -6.7513611615245
56662.22289156626, -6.315789473684205
56662.21686746988, -8.058076225045369
56662.25301204819, -7.6225045372050815
56662.25301204819, -9.219600725952812
56662.25301204819, -10.961887477313972
56662.25301204819, -12.413793103448274
56662.26204819277, -13.575317604355714
56662.29518072289, -12.849364791288565
56662.28313253012, -10.816696914700543
56662.322289156626, -9.219600725952812
56662.346385542165, -10.671506352087114
56662.451807228914, -8.784029038112521
56662.451807228914, -10.671506352087114
56662.430722891564, -12.994555353901994
56662.47289156626, -12.123411978221412
56662.469879518074, -14.882032667876587
56662.861445783135, 3.1215970961887507
56662.864457831325, 6.315789473684212
56662.864457831325, 8.203266787658805
56662.87048192771, 9.80036297640654
56662.8765060241, 11.397459165154267
56662.885542168675, 12.413793103448278
56662.89156626506, 14.010889292196012
56662.89457831325, 15.60798548094374
56662.89457831325, 17.350272232304903
56662.89759036145, 18.802177858439208
56662.92469879518, 19.237749546279495
56662.906626506025, 20.544464609800364
56662.92469879518, 21.99637023593467
56662.930722891564, 23.593466424682397
56662.930722891564, 25.335753176043568
56662.94277108434, 26.642468239564437
56662.94578313253, 27.949183303085306
56662.94277108434, 29.83666061705989
56662.9608433735, 31.14337568058076
56662.969879518074, 32.450090744101644
56662.99096385542, 33.32123411978222
56662.99698795181, 30.99818511796734
56662.99397590361, 29.69147005444647
56663.01506024096, 32.15970961887477
56663.02108433735, 33.61161524500908
56663.00903614458, 34.918330308529946
56663.01807228916, 36.07985480943739
56663.02710843374, 36.805807622504545
56663.0421686747, 35.35390199637024
56663.05421686747, 33.61161524500908
56663.04518072289, 32.01451905626135
56663.05421686747, 30.70780399274048
56663.072289156626, 28.965517241379317
56663.069277108436, 27.51361161524501
56663.07530120482, 26.061705989110706
56663.096385542165, 27.223230490018153
56663.117469879515, 25.626134301270426
56663.096385542165, 24.029038112522684
56663.14759036145, 23.738656987295826
56663.10843373494, 21.415607985480946
56663.135542168675, 21.705989110707804
56663.16265060241, 22.1415607985481
56663.180722891564, 24.319419237749557
56663.201807228914, 22.286751361161528
56663.18674698795, 20.83484573502723
56663.159638554214, 19.382940108892925
56663.198795180724, 18.802177858439208
56663.219879518074, 20.399274047186935
56663.25301204819, 21.415607985480946
56663.26506024096, 20.254083484573506
56663.25, 18.366606170598914
56663.22590361446, 16.914700544464615
56663.219879518074, 14.882032667876594
56663.25, 15.46279491833031
56663.25602409639, 13.430127041742288
56663.28614457831, 13.13974591651543
56663.28313253012, 14.4464609800363
56663.31325301205, 15.898366606170605
56663.343373493975, 17.059891107078045
56663.346385542165, 15.46279491833031
56663.32831325301, 13.865698729582583
56663.35542168675, 14.4464609800363
56663.382530120485, 11.97822141560799
56663.361445783135, 13.13974591651543
56663.35542168675, 11.687840290381125
56663.37951807229, 9.655172413793103
56663.39759036145, 13.720508166969147
56663.388554216865, 15.60798548094374
56663.42469879518, 13.720508166969147
56663.42469879518, 10.526315789473685
56663.41265060241, 12.12341197822142
56663.451807228914, 11.833030852994561
56663.451807228914, 9.655172413793103
56663.47289156626, 7.912885662431947
56663.47590361446, 10.671506352087114
56664.0843373494, 1.088929219600729
56664.07530120482, -1.5245009074410163
56664.07530120482, -0.072595281306711
56664.10542168675, -2.1052631578947327
56664.10542168675, -3.8475499092558962
56664.138554216865, -2.6860254083484563
56664.135542168675, -4.573502722323049
56664.1234939759, -0.6533575317604345
56664.12048192771, 1.6696914700544454
56664.10240963855, 3.1215970961887507
56664.14759036145, 2.6860254083484563
56664.17469879518, 3.557168784029038
56664.17168674699, 2.10526315789474
56664.1686746988, 0.6533575317604345
56664.1656626506, -2.1052631578947327
56664.159638554214, -0.7985480943738636
56664.19277108434, -1.6696914700544454
56664.20481927711, 2.250453720508169
56664.198795180724, 0.6533575317604345
56664.20481927711, -0.5081669691470054
56664.22289156626, -2.395644283121598
56664.23795180723, -0.7985480943738636
56664.23192771084, 1.088929219600729
56664.26204819277, 0.9437386569872999
56664.28313253012, -1.234119782214151
56664.28313253012, 0.7985480943738708
56664.25602409639, 2.540834845735027
56664.2891566265, 2.395644283121598