FeI_5250.2,0.3555780471009151,-1.4912949985034718,-0.050098010660216435
FeI_5250.6,0.3612146380328434,-1.5907336402830587,-0.07460368745643522
FeI_5379,0.3530025462419326,-1.4886608767205156,-0.04575104210741852
TiII_5381,0.14273421209193113,-0.6751244330802281,-0.044772748327642733
FeI_5382,0.45379886111474466,-2.009659579731621,-0.06421232246149203
FeI_5383,0.15927718434860802,-0.8301560784842709,-0.043496010472306
MnI_5432,0.09007583217079679,-0.4006908323238788,-0.03696166112661238
FeI_5432,0.3330110997777944, -1.450368468595955,-0.03485042010493256
FeI_5434,0.1822660437316183,-0.8934344046887039,-0.04357160271333381
NiI_5435,0.2624892393378492,-1.1125578271417083,-0.043224243835215406
FeI_5436.3,0.2766801976133931,-1.2530061493719489,-0.045742436734084305
FeI_5436.6,0.2246716718193027,-1.036407871199148,-0.042532024170050406
FeI_5576,0.1978835797142923, -0.93120638488287,-0.04391478409621612
NiI_5578,0.42388857743866093,-1.7520924422104809,-0.0526446038352283
FeII_6149,0.18314598787567507,-0.8988571825899383,-0.04415812761521263
FeI_6151,0.14553552096597475,-0.6782222211458044,-0.04386269957983842
CaI_6169.0,0.14167521543789802,-0.6673783971173181,-0.04117223731378689
CaI_6169.5,0.11800039811378837,-0.5838522225626346,-0.04174661785423191
FeI_6170,0.22422089831994824,-0.9413054589632641,-0.043518914328980196
FeI_6173,0.3296617128164559,-1.4065252620386635,-0.062146778859128005
FeI_6301,0.19991584781491956,-0.9472510061468224,-0.045517096975204986
FeI_6302,0.35307584066147335, -1.5598072436415944,-0.041862773597766745